Sno,Weight
0,-0.009363579
1,0.011271887
2,0.0013098189
3,-0.0037846141
4,0.013125887
5,0.001676028
6,0.016079571
7,0.011553235
8,0.008850099
9,0.0068083988
10,-0.013568712
11,-0.005722027
12,-0.0076047117
13,0.0028267985
14,0.013065986
15,-0.008593411
16,-0.0022440495
17,0.01201222
18,-0.016261786
19,-0.0019410981
20,-0.008519376
21,0.00060520717
22,-0.007945472
23,-0.00403457
24,0.01081075
25,-0.016848506
26,0.008655179
27,-0.00039998768
28,-0.019161193
29,-0.0064302813
30,-0.005315053
31,0.0051162387
32,0.013300848
33,0.012939843
34,0.018303989
35,-0.0073931785
36,-0.005962072
37,0.008781938
38,0.0089238165
39,-0.004109478
40,0.008634044
41,0.014937429
42,0.008983349
43,0.013993888
44,-0.0027032574
45,-0.013219783
46,-0.007063988
47,-0.0090347845
48,0.0055554733
49,-0.013673876
50,0.0011248213
51,-0.004095942
52,-0.00904018
53,-0.012543024
54,0.0012872546
55,0.01738486
56,0.00034605447
57,-0.013684159
58,-0.0007066699
59,-0.0067066355
60,0.0032373392
61,0.0045411424
62,0.013778829
63,0.0031146246
64,-0.001512455
65,-0.012190958
66,-0.00817827
67,-0.0027390916
68,0.004567148
69,0.005594478
70,0.011171392
71,-0.003601708
72,-0.0006072415
73,5.6028726e-05
74,-0.0040680086
75,-0.0052930703
76,0.0020739837
77,0.017680965
78,-0.00075127
79,-0.007930014
80,-0.0020189758
81,-0.008689213
82,0.0035692193
83,-0.009598999
84,0.01983993
85,0.008624715
86,-0.0066812243
87,0.0007062543
88,0.01449643
89,0.0027967948
90,0.017474279
91,-0.010863018
92,-0.009056709
93,0.0055897655
94,-0.011385797
95,0.0005380495
96,-0.0037543713
97,0.018676851
98,0.005211992
99,-0.0025437507
100,-0.008773523
101,-0.0010246513
102,-0.0036801258
103,-0.0022093342
104,-0.012701625
105,0.0056520402
106,-0.014489646
107,-0.00043263176
108,-0.011585135
109,0.00423906
110,-0.0035876108
111,0.003960377
112,-0.002414444
113,0.003935465
114,-0.0059547336
115,0.015779972
116,-0.013673714
117,0.0012121581
118,-0.0014812088
119,0.006925966
120,0.008827888
121,0.0049107154
122,0.0028372281
123,0.0011789944
124,0.013844691
125,-0.0031188002
126,-0.00015295876
127,-0.007092523
128,0.014571626
129,-0.0027918473
130,0.0051311622
131,-0.011340208
132,-0.013401009
133,0.0015728894
134,-0.0017412738
135,0.017264659
136,0.0048991526
137,-0.008383699
138,0.0041230307
139,-0.011959641
140,0.00023689982
141,0.004189536
142,-0.00932988
143,0.0047078202
144,0.0009567644
145,-0.0099682035
146,0.0026062492
147,0.008481388
148,0.0019977181
149,-0.0022138527
150,-0.013659909
151,-0.019968137
152,0.00055765355
153,0.00507314
154,0.0029979546
155,0.01095802
156,0.018918011
157,-0.008467802
158,-0.0017547857
159,0.017943634
160,0.010017251
161,0.001958825
162,0.009935086
163,-0.0036889461
164,-0.0050633736
165,-0.009599869
166,0.0015135787
167,-0.0016943933
168,0.007965739
169,0.0061147194
170,0.008872311
171,0.010408449
172,-0.007620306
173,0.008929996
174,-0.010706198
175,-0.0015771489
176,0.0009458124
177,-0.016022783
178,-0.010200888
179,-0.0046906206
180,0.0037872605
181,-0.015709143
182,-0.010981283
183,-0.0050392095
184,-0.0144184455
185,0.0024211737
186,-0.0073199263
187,0.002911234
188,0.014932362
189,0.007990432
190,-0.005697771
191,-0.0075457995
192,-0.0020132165
193,-0.0057315337
194,-0.012242802
195,0.009830586
196,0.006848794
197,0.019496387
198,0.0042445012
199,-0.016723318
200,-0.009973531
201,0.004326174
202,-0.004811107
203,-0.00071991433
204,-0.014829898
205,0.00012312655
206,0.0021699264
207,-0.0008785502
208,-0.002966873
209,-0.00032262472
210,0.0011755197
211,-0.0017095788
212,0.007813285
213,0.0033038105
214,-0.0053791427
215,0.0039514974
216,0.0053124037
217,0.010807417
218,-0.012283046
219,-0.0043080985
220,5.028735e-05
221,-0.017687581
222,-0.011884412
223,-0.0057150824
224,0.0013108901
225,0.0069992514
226,-0.008228677
227,0.0045219106
228,0.010762111
229,-0.014002561
230,-0.0014098939
231,0.00285216
232,0.005767016
233,-0.0029930917
234,0.009928431
235,-0.002380106
236,-0.005610416
237,0.0143095
238,0.0011904557
239,0.007745465
240,0.01285177
241,0.0061452542
242,0.0023529695
243,-0.008019518
244,0.01154204
245,-0.0031492598
246,0.0059492006
247,0.0018047845
248,0.006282263
249,0.002740099
250,-0.01953157
251,-0.0055420636
252,-0.006710778
253,-0.0061652237
254,0.0007060208
255,-0.0022018305
256,-0.013517584
257,0.0076270383
258,-0.019643405
259,0.006866215
260,-0.0025767584
261,-0.0055038263
262,0.005157072
263,0.010098659
264,0.01422755
265,0.00032563793
266,0.0013247896
267,0.0037919038
268,-0.0014032183
269,0.0023387282
270,0.0012618684
271,0.0030478174
272,0.015891086
273,0.018538628
274,-0.0046612164
275,-0.011817491
276,0.010052185
277,-0.013530974
278,0.005129958
279,0.014233645
280,-0.008635889
281,0.01278633
282,0.0024391524
283,0.0056098467
284,-0.006361826
285,0.006113324
286,0.00759521
287,-0.010679702
288,0.009661313
289,0.005307624
290,-0.004327028
291,-0.008795017
292,-0.004302461
293,-0.008829125
294,-0.016680416
295,-0.0068764887
296,-0.0078896275
297,0.0009760699
298,-0.014942472
299,-0.016212838
300,0.0008041337
301,-2.1868766e-05
302,0.013762156
303,-0.015815679
304,-0.005036892
305,0.00023570658
306,-0.00540954
307,0.003007982
308,0.01822338
309,-0.0004308658
310,-0.015667105
311,0.0034868338
312,0.00053529104
313,-0.0010557048
314,-0.0074692965
315,-0.011378975
316,0.0021258579
317,0.0019197189
318,0.0006555647
319,0.006485525
320,-0.0059577352
321,0.0043584607
322,-0.008158836
323,-0.013221449
324,-0.0048663844
325,0.002042459
326,-0.0052412343
327,0.0041679153
328,0.00072216406
329,-0.005568091
330,0.0070727277
331,0.011819884
332,-0.003189611
333,0.00571701
334,-0.0021903722
335,-0.019637376
336,-0.015603612
337,-0.018144967
338,-0.01489801
339,0.0043502958
340,0.0064851297
341,-0.002920073
342,-0.009469277
343,-0.0029831938
344,-0.00052351586
345,0.0030760558
346,-0.014674316
347,0.0068602418
348,-0.00047238113
349,0.0018396556
350,-0.01800533
351,0.0014379082
352,-0.0006764771
353,0.0036288826
354,0.004084907
355,-0.011033373
356,-0.01117907
357,0.0059522325
358,-0.006928354
359,-0.0007028763
360,0.005521383
361,0.002828976
362,0.0057265516
363,0.0107271755
364,-0.0017303332
365,-0.014655057
366,0.0007804055
367,-0.014963623
368,-0.0032398608
369,-0.007334429
370,0.012600941
371,0.0078411335
372,-0.0030887683
373,-0.007261819
374,0.0057581672
375,0.007301514
376,0.009254255
377,-0.014009739
378,0.018390521
379,0.004783082
380,0.012053045
381,0.00691265
382,0.0020879547
383,-0.010468168
384,0.014358749
385,-0.0050277114
386,0.011219947
387,-0.006883793
388,0.0033235042
389,0.0032347227
390,-0.005193677
391,-0.0004977495
392,-0.004278336
393,-0.007729573
394,0.018458845
395,0.0076917293
396,-0.013594917
397,0.004419452
398,0.003580778
399,-0.011687338
400,-0.0017615067
401,0.011346295
402,-0.003625785
403,0.0066961665
404,0.0009447655
405,0.011733632
406,-0.0074699093
407,0.017190665
408,0.004999954
409,0.0076179593
410,-0.0009912377
411,-0.009763024
412,0.012328883
413,-0.0063489974
414,0.0060402094
415,0.012328972
416,0.012010496
417,0.007464551
418,-0.012252485
419,0.0021170876
420,0.002013223
421,-0.013646829
422,0.0074297297
423,0.00023720745
424,0.012809855
425,-0.0035017673
426,-0.0029228316
427,0.0051488657
428,0.007319811
429,-0.007374456
430,-0.003431445
431,0.0102930125
432,0.013129328
433,-0.007745724
434,-0.010813721
435,-0.0048343637
436,-0.00115664
437,0.015461392
438,-0.007014047
439,0.003984222
440,-0.007985831
441,1.7395587e-05
442,0.012398214
443,-0.009629635
444,0.0130114565
445,0.007786717
446,0.010946295
447,-0.0048879758
448,-0.014467823
449,0.0022578773
450,-0.004245088
451,0.0036891315
452,0.00814025
453,0.0077039977
454,0.00020898935
455,-0.014903827
456,0.00729941
457,-0.0022192113
458,-0.0022377684
459,0.006687414
460,0.0026975852
461,0.008430993
462,-0.0009214213
463,-0.003676451
464,0.0026939062
465,-0.015158643
466,-0.0033478534
467,0.0065425383
468,-0.006010281
469,0.0033754269
470,0.0049328525
471,0.012767346
472,0.013155144
473,-0.012017771
474,-0.0043007615
475,0.0033894966
476,-0.006968383
477,-0.0002660546
478,0.016850142
479,0.008633113
480,0.00022245497
481,0.004509248
482,-0.0011575486
483,0.0054769753
484,-0.0025972598
485,-0.002234691
486,-0.0026194137
487,-0.008280663
488,-0.0014670205
489,-0.00914208
490,0.0024163527
491,0.001279923
492,0.012846493
493,-0.019734088
494,0.01046965
495,0.012481401
496,-0.008285857
497,0.0067548268
498,-0.0075762393
499,0.0032615487
500,0.010739451
501,-0.0072491523
502,-0.0034811222
503,0.010942682
504,0.00205976
505,0.0050016977
506,-0.011514793
507,0.011320141
508,-0.0047588083
509,0.015287505
510,-0.0032445535
511,-0.011091887
512,0.008122842
513,-0.006599681
514,0.010873161
515,-0.0039534797
516,-0.016253991
517,0.007995981
518,0.014540142
519,0.008054994
520,-0.0011804109
521,0.018042658
522,0.010373791
523,0.006170463
524,-0.0041194707
525,0.002550203
526,0.012684592
527,-0.002774054
528,0.015760846
529,-0.003347415
530,-0.0068833753
531,-0.0047660875
532,0.0021079811
